2459892.896,17014,3.051389344,2.45989E+16
2459892.897,17015,3.082301497,2.45989E+16
2459892.897,17016,2.975868448,2.45989E+16
2459892.898,17017,2.983847831,2.45989E+16
2459892.898,17018,3.066259853,2.45989E+16
2459892.898,17019,3.025409223,2.45989E+16
2459892.899,17020,3.057416628,2.45989E+16
2459892.899,17021,2.980518526,2.45989E+16
2459892.899,17022,3.03995917,2.45989E+16
2459892.9,17023,2.979311446,2.45989E+16
2459892.9,17024,3.109139944,2.45989E+16
2459892.901,17025,3.001275706,2.45989E+16
2459892.901,17026,2.982500543,2.45989E+16
2459892.901,17027,3.06389593,2.45989E+16
2459892.902,17028,3.012336908,2.45989E+16
2459892.902,17029,3.044711235,2.45989E+16
2459892.902,17030,3.035348626,2.45989E+16
2459892.903,17031,2.966359045,2.45989E+16
2459892.903,17032,2.969749246,2.45989E+16
2459892.903,17033,2.938269878,2.45989E+16
2459892.903,17034,3.050554134,2.45989E+16
2459892.904,17035,2.996040129,2.45989E+16
2459892.904,17036,2.976495023,2.45989E+16
2459892.904,17037,3.021369314,2.45989E+16
2459892.905,17038,3.052886379,2.45989E+16
2459892.905,17039,2.987329491,2.45989E+16
2459892.905,17040,3.021015685,2.45989E+16
2459892.906,17041,3.016302581,2.45989E+16
2459892.906,17042,3.011439333,2.45989E+16
2459892.906,17043,2.899080881,2.45989E+16
2459892.907,17044,2.991308138,2.45989E+16
2459892.907,17045,2.983327265,2.45989E+16
2459892.908,17046,3.02266173,2.45989E+16
2459892.908,17047,3.004699963,2.45989E+16
2459892.908,17048,2.915247137,2.45989E+16
2459892.908,17049,2.944414779,2.45989E+16
2459892.909,17050,2.977210675,2.45989E+16
2459892.909,17051,2.921496906,2.45989E+16
2459892.909,17052,2.913320639,2.45989E+16
2459892.91,17053,2.957639817,2.45989E+16
2459892.91,17054,3.002241353,2.45989E+16
2459892.91,17055,2.927319587,2.45989E+16
2459892.911,17056,2.935188536,2.45989E+16
2459892.911,17057,2.917997369,2.45989E+16
2459892.911,17058,2.936781899,2.45989E+16
2459892.912,17059,3.012404477,2.45989E+16
2459892.912,17060,2.902367253,2.45989E+16
2459892.912,17061,3.030470665,2.45989E+16
2459892.913,17062,2.906045576,2.45989E+16
2459892.913,17063,2.91786196,2.45989E+16
2459892.913,17064,2.976033453,2.45989E+16
2459892.914,17065,2.944036723,2.45989E+16
2459892.915,17066,2.957943142,2.45989E+16
2459892.915,17067,2.985932209,2.45989E+16
2459892.915,17068,2.954440876,2.45989E+16
2459892.916,17069,2.984687241,2.45989E+16
2459892.916,17070,3.032683052,2.45989E+16
2459892.916,17071,2.970321817,2.45989E+16
2459892.917,17072,2.981528004,2.45989E+16
2459892.917,17073,2.983305909,2.45989E+16
2459892.917,17074,2.994007119,2.45989E+16
2459892.918,17075,2.912996044,2.45989E+16
2459892.918,17076,2.958274515,2.45989E+16
2459892.918,17077,2.999902189,2.45989E+16
2459892.919,17078,2.967297912,2.45989E+16
2459892.919,17079,2.924691245,2.45989E+16
2459892.919,17080,2.97425012,2.45989E+16
2459892.92,17081,2.965877025,2.45989E+16
2459892.92,17082,2.983141815,2.45989E+16
2459892.92,17083,2.963053956,2.45989E+16
2459892.921,17084,3.057029589,2.45989E+16
2459892.921,17085,2.990971158,2.45989E+16
2459892.921,17086,2.976881023,2.45989E+16
2459892.922,17087,2.991391065,2.45989E+16
2459892.922,17088,2.960862396,2.45989E+16
2459892.922,17089,2.981896999,2.45989E+16
2459892.923,17090,2.932180915,2.45989E+16
2459892.923,17091,2.986155996,2.45989E+16
2459892.923,17092,2.980911839,2.45989E+16
2459892.924,17093,2.940275075,2.45989E+16
2459892.924,17094,2.99067879,2.45989E+16
2459892.924,17095,3.001822305,2.45989E+16
2459892.925,17096,3.010391464,2.45989E+16
2459892.925,17097,2.970608953,2.45989E+16
2459892.925,17098,2.936179166,2.45989E+16
2459892.926,17099,2.99492025,2.45989E+16
2459892.926,17100,2.988657589,2.45989E+16
2459892.926,17101,2.9175112,2.45989E+16
2459892.927,17102,2.972864415,2.45989E+16
2459892.927,17103,2.989571802,2.45989E+16
2459892.927,17104,2.984565724,2.45989E+16
2459892.928,17105,2.92251015,2.45989E+16
2459892.928,17106,2.953485923,2.45989E+16
2459892.929,17107,2.942371003,2.45989E+16
2459892.929,17108,2.94953891,2.45989E+16
2459892.929,17109,3.075631246,2.45989E+16
2459892.93,17110,2.997625599,2.45989E+16
2459892.93,17111,2.966361221,2.45989E+16
2459892.93,17112,2.966292226,2.45989E+16
2459892.931,17113,2.994509984,2.45989E+16
2459892.931,17114,2.955464476,2.45989E+16
2459892.931,17115,3.01163127,2.45989E+16
2459892.932,17116,3.018381995,2.45989E+16
2459892.932,17117,2.984427101,2.45989E+16
2459892.932,17118,2.931591041,2.45989E+16
2459892.932,17119,2.963347544,2.45989E+16
2459892.933,17120,2.94915789,2.45989E+16
2459892.933,17121,2.897914407,2.45989E+16
2459892.933,17122,2.96036074,2.45989E+16
2459892.934,17123,2.715909155,2.45989E+16
2459892.934,17124,2.948694882,2.45989E+16
2459892.935,17125,2.971619522,2.45989E+16
2459892.935,17126,2.960043056,2.45989E+16
2459892.936,17127,3.010438395,2.45989E+16
2459892.936,17128,2.956708559,2.45989E+16
2459892.936,17129,2.959688331,2.45989E+16
2459892.937,17130,2.953608775,2.45989E+16
2459892.937,17131,2.926795823,2.45989E+16
2459892.937,17132,2.975991032,2.45989E+16
2459892.937,17133,2.951108564,2.45989E+16
2459892.938,17134,2.986388091,2.45989E+16
2459892.938,17135,2.962032786,2.45989E+16
2459892.938,17136,2.994861445,2.45989E+16
2459892.939,17137,2.980400493,2.45989E+16
2459892.939,17138,2.93657755,2.45989E+16
2459892.939,17139,3.036739657,2.45989E+16
2459892.94,17140,2.963298412,2.45989E+16
2459892.94,17141,2.9247225,2.45989E+16
2459892.94,17142,3.027289598,2.45989E+16
2459892.941,17143,3.025740034,2.45989E+16
2459892.941,144,2.996341141,2.45989E+16
2459892.942,145,2.930415935,2.45989E+16
2459892.942,146,2.970949966,2.45989E+16
2459892.942,147,2.976679511,2.45989E+16
2459892.943,148,2.955969446,2.45989E+16
2459892.943,149,2.926535799,2.45989E+16
2459892.943,150,2.977918338,2.45989E+16
2459892.944,151,2.98533836,2.45989E+16
2459892.944,152,3.004691055,2.45989E+16
2459892.944,153,2.932818723,2.45989E+16
2459892.945,154,2.97410827,2.45989E+16
2459892.951,155,2.957688325,2.45989E+16
2459892.951,156,3.020711503,2.45989E+16
2459892.952,157,2.918555057,2.45989E+16
2459892.952,158,3.053542036,2.45989E+16
